launch_speed,launch_angle,events,bb_type
99.5,30,home_run,fly_ball
94.1,6,single,ground_ball
85.1,-31,field_out,ground_ball
102.5,16,single,line_drive
104.4,20,home_run,line_drive
100.6,22,field_out,line_drive
97.7,-9,field_out,ground_ball
102.1,19,double,line_drive
74.3,-56,field_out,ground_ball
80.1,-3,grounded_into_double_play,ground_ball
97.4,56,field_out,fly_ball
91.4,8,field_out,ground_ball
65.4,53,field_out,popup
104.9,20,double,line_drive
90.4,31,field_out,fly_ball
100.6,15,single,line_drive
97.5,26,field_out,fly_ball
99.9,21,double,line_drive
93.2,28,field_out,line_drive
84,-39,field_out,ground_ball
91.8,-14,field_out,ground_ball
105.5,10,double,line_drive
90.6,28,field_out,line_drive
82.8,-2,field_out,ground_ball
102.8,16,field_out,line_drive
101.4,-3,field_out,ground_ball
73.2,49,field_out,fly_ball
92.9,4,double,ground_ball
75.1,58,field_out,popup
73.2,40,field_out,fly_ball
67.1,65,field_out,popup
84.4,1,field_out,ground_ball
107.1,31,home_run,fly_ball
89.5,23,field_out,line_drive
90.2,35,field_out,fly_ball
50.4,18,field_out,line_drive
101.7,17,double,line_drive
89.6,-17,field_out,ground_ball
99,38,field_out,fly_ball
104.8,4,single,ground_ball
92.8,1,single,ground_ball
76.6,-27,field_out,ground_ball
98.3,1,field_out,ground_ball
108.1,-21,force_out,ground_ball
78.7,65,field_out,popup
59.8,16,field_out,line_drive
90.2,7,single,line_drive
85.5,7,grounded_into_double_play,ground_ball
88.1,0,force_out,ground_ball
84.5,33,field_out,fly_ball
84,22,single,line_drive
68.7,-53,single,ground_ball
83.4,-5,field_out,ground_ball
64.7,-17,field_out,ground_ball
89,27,sac_fly,line_drive
105.6,0,field_out,ground_ball
95.4,18,single,line_drive
98.2,5,single,ground_ball
79.4,55,field_out,popup
101.2,25,field_out,line_drive
87.4,-17,field_out,ground_ball
103.1,27,home_run,fly_ball
96,10,single,line_drive
88.8,29,field_out,line_drive
78.6,-64,single,ground_ball
81,25,field_out,line_drive
76.6,-16,field_out,ground_ball
89.2,62,field_out,popup
79.8,3,field_out,ground_ball
98.9,-13,grounded_into_double_play,ground_ball
93.1,22,field_out,line_drive
99.1,20,field_out,line_drive
105.9,16,single,line_drive
95.3,49,field_out,fly_ball
65.1,16,field_out,line_drive
94.3,28,field_out,fly_ball
84.7,12,single,line_drive
81.5,-16,field_out,ground_ball
105,32,home_run,fly_ball
97,19,field_out,line_drive
103.3,8,single,ground_ball
69.3,13,field_out,ground_ball
96.2,47,field_out,fly_ball
96.7,-18,field_error,ground_ball
96.5,4,field_out,ground_ball
71.3,-19,field_out,ground_ball
82.7,55,field_out,fly_ball
88.8,35,field_out,fly_ball
102.5,10,field_out,line_drive
93.4,31,field_out,fly_ball
85.7,-8,field_out,ground_ball
83.3,-10,field_out,ground_ball
75.6,-31,field_out,ground_ball
85.8,61,field_out,popup
93.2,-15,double,ground_ball
84.5,42,sac_fly,fly_ball
102.3,21,field_out,line_drive
102.9,30,double,fly_ball
105.2,23,home_run,fly_ball
92.6,31,field_out,fly_ball
77.5,41,double,fly_ball
80.9,47,field_out,fly_ball
93.5,14,single,line_drive
97.6,37,field_out,fly_ball
64.3,-21,field_out,ground_ball
107.2,6,field_out,ground_ball
93.6,59,field_out,fly_ball
89.8,-15,field_out,ground_ball
77.6,-2,field_out,ground_ball
73.8,57,field_out,popup
67.5,-42,field_out,ground_ball
97.1,-11,grounded_into_double_play,ground_ball
101,19,triple,line_drive
70.2,-8,force_out,ground_ball
55.2,-43,field_out,ground_ball
94.1,36,field_out,fly_ball
76.8,12,single,ground_ball
84,-32,force_out,ground_ball
106.7,-12,field_out,ground_ball
102.2,34,field_out,fly_ball
88,62,field_out,fly_ball
90.7,15,single,line_drive
108.7,2,single,ground_ball
101.3,-21,field_out,ground_ball
88.9,30,field_out,fly_ball
70,7,field_out,ground_ball
56.3,-9,field_out,ground_ball
75.7,22,single,line_drive
101.5,1,field_out,ground_ball
88.6,36,field_out,fly_ball
97.5,26,double,fly_ball
86.4,19,single,line_drive
79.5,65,field_out,popup
97.2,2,field_out,ground_ball
95.4,31,field_out,fly_ball
74.6,-8,field_out,ground_ball
66.4,19,field_out,line_drive
75.6,-8,field_out,ground_ball
46.9,-25,field_out,ground_ball
90.7,6,double_play,line_drive
106.3,7,single,line_drive
89.5,56,field_out,fly_ball
85.9,18,single,line_drive
95.3,-23,field_out,ground_ball
87.6,-6,field_out,ground_ball
89.1,37,field_out,fly_ball
107.9,24,home_run,fly_ball
68.3,-19,force_out,ground_ball
81.6,-7,field_out,ground_ball
72.7,61,field_out,popup
87.9,-7,grounded_into_double_play,ground_ball
93.7,32,double,fly_ball
109.7,-6,grounded_into_double_play,ground_ball
107.8,5,single,ground_ball
86.5,63,field_error,popup
89,12,single,line_drive
77.9,-41,field_out,ground_ball
93.9,-36,field_out,ground_ball
76.7,17,single,line_drive
95.6,20,field_error,line_drive
103.7,3,field_out,ground_ball
96.5,5,double,ground_ball
107.7,0,single,ground_ball
109.2,-52,field_out,ground_ball
57.2,53,field_out,popup
96.8,-10,field_out,ground_ball
67.4,-15,grounded_into_double_play,ground_ball
84.3,-6,field_out,ground_ball
88.8,40,field_out,fly_ball
101.4,9,single,line_drive
75.2,13,field_out,ground_ball
100.6,-2,field_out,ground_ball
89.1,34,field_out,fly_ball
71.5,3,fielders_choice,ground_ball
107.9,24,home_run,line_drive
80.3,0,force_out,ground_ball
76.8,7,field_out,ground_ball
95.8,-24,field_out,ground_ball
74.5,47,field_out,popup
76.3,31,single,fly_ball
100.8,13,single,line_drive
93.9,36,field_out,fly_ball
100.7,39,field_out,fly_ball
98.6,-5,single,ground_ball
86.9,-23,grounded_into_double_play,ground_ball
97.7,-6,single,ground_ball
104.8,22,double,line_drive
77,25,field_out,line_drive
61,-58,field_out,ground_ball
85.9,-26,field_out,ground_ball
81.3,1,single,ground_ball
109.8,18,double,line_drive
57,23,field_out,line_drive
84.1,5,single,ground_ball
98.9,14,double,line_drive
99.8,44,field_out,fly_ball
78.9,-6,field_out,ground_ball
108.4,24,home_run,fly_ball
92.4,0,single,ground_ball
87.1,-6,single,ground_ball
98.8,11,single,line_drive
108.8,23,home_run,fly_ball
102.9,35,home_run,fly_ball
83.5,4,field_out,ground_ball
96.1,-33,field_out,ground_ball
87.4,58,field_out,fly_ball
64.2,-38,grounded_into_double_play,ground_ball
103,10,single,line_drive
101.3,34,field_out,fly_ball
63.7,7,fielders_choice,ground_ball
103.1,25,field_out,fly_ball
75,35,field_out,fly_ball
72.3,39,single,fly_ball
106.2,29,home_run,fly_ball
92.1,27,field_out,fly_ball
68.3,12,single,ground_ball
65.6,-25,field_out,ground_ball
83.7,35,field_out,fly_ball
104.1,-3,field_out,ground_ball
96.3,-3,grounded_into_double_play,ground_ball
85.7,26,field_out,line_drive
80.5,2,field_out,ground_ball
100.9,-4,single,ground_ball
63.7,21,field_out,line_drive
94.2,48,field_out,fly_ball
90.9,8,field_out,ground_ball
106.7,8,single,line_drive
92.2,6,single,line_drive
31.6,-81,single,ground_ball
105,0,single,ground_ball
100.9,58,field_out,fly_ball
83.2,8,double_play,line_drive
90.5,-2,field_out,ground_ball
106.5,4,single,ground_ball
100.9,26,field_out,fly_ball
105,-11,single,ground_ball
73.9,64,field_out,popup
91.5,41,field_out,fly_ball
80.7,5,force_out,ground_ball
99.7,49,field_out,fly_ball
76.8,69,field_out,popup
104.5,-12,field_out,ground_ball
80.3,29,field_out,line_drive
62.6,-41,field_out,ground_ball
88.8,64,field_out,popup
74.3,-2,field_out,ground_ball
90.5,42,field_out,fly_ball
82.4,20,single,line_drive
105.7,3,force_out,ground_ball
107.4,30,home_run,fly_ball
96.2,-12,grounded_into_double_play,ground_ball
43.4,-63,field_out,ground_ball
103.9,5,single,line_drive
79.7,-28,field_out,ground_ball
97.7,13,double,line_drive
90.7,73,field_out,popup
65.2,-63,field_out,ground_ball
100.6,-11,single,ground_ball
81,12,field_out,ground_ball
81,-17,field_out,ground_ball
94.8,66,field_out,popup
81.9,-48,field_out,ground_ball
54.1,-71,field_error,ground_ball
103.3,24,home_run,fly_ball
102.5,1,field_error,ground_ball
75.3,-30,fielders_choice_out,ground_ball
55,43,field_out,popup
97.6,-6,field_out,ground_ball
104.2,8,field_out,ground_ball
106.6,31,home_run,fly_ball
83.9,8,field_out,line_drive
77,6,grounded_into_double_play,ground_ball
65.6,-41,single,ground_ball
94,-9,field_out,ground_ball
60.7,22,field_out,line_drive
89.6,45,field_out,fly_ball
69.8,26,single,fly_ball
98,0,single,ground_ball
81,25,field_out,line_drive
77.3,-9,field_out,ground_ball
82.6,29,field_out,line_drive
93.7,-26,field_out,ground_ball
86.7,67,field_out,popup
94.8,-9,field_out,ground_ball
69.9,85,field_out,popup
59.5,68,field_out,popup
81,74,field_out,popup
94.9,38,field_out,fly_ball
79.2,-8,grounded_into_double_play,ground_ball
88.2,-43,field_out,ground_ball
108.6,-10,field_out,ground_ball
100.3,15,sac_fly,line_drive
76.2,42,field_out,popup
101.2,29,home_run,fly_ball
99.2,14,double,line_drive
88.7,8,single,ground_ball
95.2,11,single,line_drive
74.7,-8,grounded_into_double_play,ground_ball
96.2,32,field_out,fly_ball
105.2,0,single,ground_ball
15.8,17,single,ground_ball
92,16,single,line_drive
99.1,37,double_play,fly_ball
93.5,10,double,line_drive
90.1,33,field_out,fly_ball
65,-50,field_out,ground_ball
80.5,36,field_out,fly_ball
77.3,7,single,ground_ball
98.6,12,double,line_drive
88.3,-22,double,ground_ball
75,-9,field_out,ground_ball
99.6,8,force_out,ground_ball
90.3,-16,field_out,ground_ball
93.3,14,double,line_drive
98.2,-10,single,ground_ball
28.7,-23,force_out,ground_ball
99.1,26,home_run,fly_ball
75.3,-56,field_out,ground_ball
89.5,24,field_out,line_drive
91.8,2,force_out,ground_ball
84.7,6,single,ground_ball
84.1,-45,field_out,ground_ball
97.5,34,home_run,fly_ball
62.2,-73,single,ground_ball
79,-5,field_out,ground_ball
70.3,22,single,line_drive
72.9,4,single,ground_ball
100.9,32,triple,fly_ball
110.6,-2,single,ground_ball
73.6,9,single,ground_ball
31.2,-36,single,ground_ball
85,11,field_out,line_drive
100.2,22,sac_fly,line_drive
103,16,single,line_drive
78.5,27,single,line_drive
99.2,-33,field_out,ground_ball
93,41,field_out,fly_ball
99,5,single,ground_ball
81.1,-15,field_out,ground_ball
100.6,10,single,line_drive
97.4,17,single,line_drive
105.6,15,single,line_drive
73,41,field_out,fly_ball
103.6,14,single,line_drive
83.1,36,double,fly_ball
94.1,28,double,fly_ball
95.5,-5,field_out,ground_ball
102.9,33,field_out,fly_ball
100.5,-8,field_out,ground_ball
101.5,27,home_run,fly_ball
78,-2,single,ground_ball
74.2,-25,field_out,ground_ball
71.6,17,field_out,line_drive
83.9,-13,grounded_into_double_play,ground_ball
91.1,-14,field_out,ground_ball
97.4,2,field_out,ground_ball
102.4,44,field_out,fly_ball
79.5,62,field_out,popup
72.4,27,single,fly_ball
75.8,20,single,line_drive
91.8,1,field_out,ground_ball
92.4,14,field_out,line_drive
66.8,-65,field_out,ground_ball
79.6,20,field_out,line_drive
89.4,40,field_out,fly_ball
106.9,14,single,line_drive
101,-10,field_out,ground_ball
83.8,53,field_out,fly_ball
87.4,-21,grounded_into_double_play,ground_ball
77.6,51,field_out,popup
100.4,4,single,ground_ball
101.2,13,single,line_drive
103.8,35,home_run,fly_ball
86.2,-19,field_out,ground_ball
77.6,61,field_out,popup
67.5,13,field_out,ground_ball
79.7,51,field_out,fly_ball
102.2,17,single,line_drive
80.8,-31,force_out,ground_ball
91.5,31,home_run,fly_ball
103.2,7,single,line_drive
99.9,-1,single,ground_ball
68.1,26,single,fly_ball
105.7,5,field_out,ground_ball
103.8,2,single,ground_ball
95.9,-9,field_out,ground_ball
85.2,-12,field_out,ground_ball
80.2,23,triple,line_drive
71,7,force_out,ground_ball
68.4,-21,grounded_into_double_play,ground_ball
107.1,17,field_out,line_drive
97.4,36,field_out,fly_ball
95.7,-13,force_out,ground_ball
105,-5,field_out,ground_ball
67.1,33,single,fly_ball
96.7,-10,force_out,ground_ball
103.1,12,double,line_drive
105.9,19,double,line_drive
99.5,35,field_out,fly_ball
88,13,single,line_drive
103.3,24,double,fly_ball
58.6,4,field_out,ground_ball
74.3,58,field_error,popup
89.1,-16,field_out,ground_ball
87.7,-7,grounded_into_double_play,ground_ball
99.6,5,field_out,ground_ball
101.8,30,field_out,fly_ball
96.2,-2,single,ground_ball
67,84,field_out,popup
100.8,-21,field_out,ground_ball
106.2,22,double,line_drive
102.1,-10,field_out,ground_ball
89.4,60,field_out,popup
98.3,10,triple,line_drive
107.5,17,single,line_drive
75.6,-11,force_out,ground_ball
95.8,11,field_out,line_drive
89,70,field_out,popup
99.6,23,field_out,line_drive
88.6,-41,field_out,ground_ball
104.8,23,double,fly_ball
100,3,double_play,line_drive
79,65,field_out,popup
97.2,6,field_out,ground_ball
55.5,-36,field_out,ground_ball
93.1,47,field_out,fly_ball
107.9,4,single,ground_ball
68.9,-20,field_out,ground_ball
91.3,3,grounded_into_double_play,ground_ball
91.6,62,field_out,popup
91.6,36,field_out,fly_ball
96.6,12,single,line_drive
99.4,37,field_out,fly_ball
98.8,26,home_run,fly_ball
96.5,3,field_out,ground_ball
81.4,65,field_out,popup
102.4,-9,field_out,ground_ball
78.2,17,single,line_drive
58.1,39,field_out,popup
99.4,-4,field_out,ground_ball
99.6,-7,field_out,ground_ball
78.8,-1,field_out,ground_ball
98.3,6,field_out,ground_ball
86.8,-3,field_out,ground_ball
95.2,46,sac_fly,fly_ball
103.1,-25,field_out,ground_ball
102.7,17,double,line_drive
90.8,-18,field_out,ground_ball
100.6,-4,single,ground_ball
101.2,27,home_run,fly_ball
91.2,-20,force_out,ground_ball
89.6,-9,field_out,ground_ball
89.5,4,grounded_into_double_play,ground_ball
72.3,29,single,fly_ball
107,34,home_run,fly_ball
76,-2,field_error,ground_ball
93.8,15,single,line_drive
98.1,20,field_out,line_drive
87.6,50,field_out,fly_ball
76,19,single,line_drive
91,31,field_out,fly_ball
86.6,15,single,line_drive
106.3,26,home_run,fly_ball
83.5,-35,double,ground_ball
105.9,23,home_run,fly_ball
101.8,19,field_out,line_drive
80.9,5,field_out,ground_ball
88.4,32,sac_fly,fly_ball
91.8,14,single,line_drive
103.1,-16,grounded_into_double_play,ground_ball
96.6,26,double,fly_ball
65.5,-3,field_out,ground_ball
92.9,19,double,line_drive
94,21,double,line_drive
59.1,-22,force_out,ground_ball
87.6,75,field_out,popup
103.5,-18,field_out,ground_ball
103.9,20,field_out,line_drive
68.6,9,single,ground_ball
107.3,28,field_out,fly_ball
99.3,-20,field_out,ground_ball
102.4,6,single,ground_ball
91.1,-2,field_out,ground_ball
86.5,69,field_out,popup
102.5,10,double,line_drive
81.1,0,field_out,ground_ball
83.9,-5,fielders_choice,ground_ball
86.4,60,field_out,popup
61.4,8,field_out,ground_ball
90,24,field_out,line_drive
73.7,82,field_out,popup
91.6,-5,single,ground_ball
92.7,-20,field_out,ground_ball
81,-3,field_out,ground_ball
85.6,8,field_out,ground_ball
69.7,-19,field_out,ground_ball
67.6,-38,field_out,ground_ball
75.9,6,field_out,ground_ball
93.3,-18,field_out,ground_ball
107.1,11,single,line_drive
90.7,-18,field_out,ground_ball
92,-25,field_out,ground_ball
70.6,5,field_out,ground_ball
95.8,35,field_out,fly_ball
95.6,36,field_out,fly_ball
105.7,9,single,line_drive
65.8,-30,single,ground_ball
103.5,8,field_out,line_drive
89.7,42,field_out,fly_ball
90.6,49,field_out,fly_ball
70.9,78,field_out,popup
99.5,-9,field_out,ground_ball
71.3,62,field_out,popup
107.3,0,grounded_into_double_play,ground_ball
98.7,22,field_out,line_drive
104.4,22,home_run,line_drive
74.1,9,field_error,ground_ball
91.5,21,single,line_drive
93.8,13,single,line_drive
82,-31,field_out,ground_ball
54.6,-18,field_out,ground_ball
114.3,24,home_run,fly_ball
89.8,-22,field_out,ground_ball
73.5,50,field_out,fly_ball
107.1,24,home_run,fly_ball
87.6,34,field_out,fly_ball
100.9,5,double,ground_ball
79.3,49,field_out,fly_ball
94.6,-21,field_out,ground_ball
105.8,3,field_out,ground_ball
110.5,1,single,ground_ball
99.2,49,field_out,fly_ball
68.3,-2,field_out,ground_ball
103,19,field_out,line_drive
84.3,7,field_out,ground_ball
101,14,double,line_drive
97.1,44,field_out,fly_ball
100.5,-20,field_out,ground_ball
88.4,32,field_out,fly_ball
100.6,12,single,line_drive
90.4,43,field_out,fly_ball
98.4,-7,field_out,ground_ball
101.3,-5,force_out,ground_ball
97.5,-10,field_out,ground_ball
93.7,34,field_out,fly_ball
102.2,33,home_run,fly_ball
82.9,48,field_out,fly_ball
83.3,-15,force_out,ground_ball
97,38,field_out,fly_ball
99.6,9,single,line_drive
87.1,60,field_out,fly_ball
97.5,-7,field_out,ground_ball
104.4,19,field_out,line_drive
75.5,-26,field_out,ground_ball
92.6,11,single,line_drive
65.2,-1,field_out,ground_ball
97.4,21,double,line_drive
91.4,31,sac_fly,fly_ball
66.4,-56,field_out,ground_ball
103,20,single,line_drive
81.7,14,field_out,line_drive
109.6,19,double,line_drive
88,54,field_out,fly_ball
95.2,17,single,line_drive
110,6,single,ground_ball
96.1,36,field_out,fly_ball
95.4,25,field_out,fly_ball
73.8,0,field_out,ground_ball
92.6,31,home_run,fly_ball
103.1,-12,single,ground_ball
92.8,33,field_out,fly_ball
77.8,-13,field_out,ground_ball
100.6,0,single,ground_ball
100.4,23,field_out,fly_ball
96.3,26,field_out,fly_ball
80.5,-22,field_out,ground_ball
108.5,3,single,ground_ball
90.8,10,field_out,ground_ball
63.3,62,field_out,popup
61.7,86,field_out,popup
91.1,2,single,ground_ball
89,-41,field_out,ground_ball
85.5,13,single,line_drive
93.9,-20,force_out,ground_ball
69.4,48,field_out,popup
91.6,-24,field_out,ground_ball
105.5,0,force_out,ground_ball
94.6,-7,field_out,ground_ball
96.9,-9,double,ground_ball
89.7,-8,field_out,ground_ball
81.2,17,single,line_drive
78.8,-2,field_out,ground_ball
85.1,19,double,line_drive
68.6,-34,field_out,ground_ball
90.8,37,field_out,fly_ball
84.1,22,field_out,line_drive
95.6,14,single,line_drive
104.5,-26,field_out,ground_ball
96.8,10,single,line_drive
89.5,29,field_out,fly_ball
105.9,15,field_out,line_drive
70.9,-33,field_out,ground_ball
84,21,single,line_drive
94.5,7,grounded_into_double_play,ground_ball
108.6,9,double,line_drive
103.2,14,single,line_drive
59.3,-43,field_out,ground_ball
106.1,4,single,ground_ball
91.3,18,field_out,line_drive
87.7,-35,field_out,ground_ball
109,17,double,line_drive
94.9,53,sac_fly,fly_ball
82.9,-33,field_out,ground_ball
84.1,60,field_out,popup
60.4,-41,field_out,ground_ball
65.4,-41,field_error,ground_ball
87.6,14,single,line_drive
90.1,-3,field_out,ground_ball
102.8,32,field_out,fly_ball
79.8,68,field_out,popup
78.3,-35,field_out,ground_ball
75.9,16,single,line_drive
68.8,8,field_out,ground_ball
92.5,16,field_out,line_drive
84.3,38,field_out,fly_ball
81.8,1,field_out,ground_ball
86,23,double,line_drive
69.1,1,single,ground_ball
92.4,9,single,line_drive
100.3,27,home_run,fly_ball
103.3,-14,field_out,ground_ball
93.1,-8,force_out,ground_ball
54.1,-51,field_out,ground_ball
61.4,-40,field_out,ground_ball
82.4,32,field_out,fly_ball
77.3,-39,field_out,ground_ball
116.7,17,single,line_drive
101.5,14,field_out,line_drive
89.9,-4,field_out,ground_ball
105.9,-14,grounded_into_double_play,ground_ball
97.8,40,field_out,fly_ball
83.5,14,single,line_drive
86.1,51,field_out,fly_ball
80.6,-31,field_out,ground_ball
69.1,-35,field_out,ground_ball
104.9,3,single,ground_ball
77.6,54,field_out,popup
99.3,19,field_out,line_drive
92.5,-4,field_out,ground_ball
96.2,5,field_out,ground_ball
73.3,-8,field_out,ground_ball
84.2,-20,triple_play,ground_ball
102,41,field_out,fly_ball
92.3,40,field_out,fly_ball
90,24,single,line_drive
105.7,-7,double,ground_ball
100.4,-11,field_out,ground_ball
67.5,33,single,fly_ball
105.1,4,single,ground_ball
100.9,34,double,fly_ball
80.9,70,field_out,popup
96.6,25,field_out,fly_ball
82.9,13,single,line_drive
93,25,field_out,fly_ball
106.1,9,single,line_drive
97.4,-9,double,ground_ball
98.8,4,field_out,ground_ball
59.8,-33,field_out,ground_ball
70.7,39,single,fly_ball
92,58,field_out,fly_ball
103.1,-17,field_out,ground_ball
96,19,double,line_drive
69.1,12,field_out,ground_ball
78.5,-56,single,ground_ball
87,16,single,line_drive
102,31,home_run,fly_ball
90.6,30,field_out,fly_ball
103,10,field_out,line_drive
74.7,50,field_out,popup
99.7,28,double,fly_ball
91.1,30,double,fly_ball
110.2,29,home_run,fly_ball
96.1,14,double,line_drive
105.9,2,field_out,ground_ball
107,18,home_run,line_drive
94.8,20,field_out,line_drive
93,34,home_run,fly_ball
106.5,5,single,ground_ball
93.4,16,single,line_drive
83.6,-10,field_out,ground_ball
67.4,-30,field_out,ground_ball
95.8,66,field_out,popup
80.2,20,single,line_drive
99,27,double,fly_ball
88.2,-27,field_out,ground_ball
68.4,-1,fielders_choice,ground_ball
85.9,-29,field_out,ground_ball
73.7,30,single,fly_ball
81.8,-11,field_out,ground_ball
83.1,73,field_out,popup
93.1,47,field_out,fly_ball
102.8,11,field_out,line_drive
56.5,28,field_out,line_drive
93.7,-33,field_out,ground_ball
79.6,14,single,line_drive
39.1,-36,field_out,ground_ball
89.5,65,field_out,popup
94.8,49,field_out,fly_ball
78.5,32,field_out,fly_ball
73.1,22,single,line_drive
67,-10,field_out,ground_ball
79.2,43,field_out,fly_ball
51.9,16,single,ground_ball
100.2,-11,field_out,ground_ball
83,65,field_out,popup
65.6,-18,grounded_into_double_play,ground_ball
94.9,3,field_out,ground_ball
76,-48,single,ground_ball
104.3,3,single,ground_ball
91.6,-13,field_out,ground_ball
104.7,8,field_out,line_drive
105.3,9,field_out,ground_ball
97.7,6,single,ground_ball
100.2,4,single,ground_ball
68.8,-6,field_out,ground_ball
93.1,40,field_out,fly_ball
102.7,30,home_run,fly_ball
93.7,2,field_out,ground_ball
87,47,field_out,fly_ball
98.8,28,home_run,fly_ball
82.8,-25,single,ground_ball
106.9,18,double,line_drive
102.2,8,single,ground_ball
84.6,39,field_out,fly_ball
90.7,10,field_out,line_drive
59.5,-73,field_out,ground_ball
78.3,-16,field_out,ground_ball
95,37,field_out,fly_ball
105.9,11,double,line_drive
98.7,6,field_out,ground_ball
58,-58,field_out,ground_ball
96.4,19,field_out,line_drive
90.6,38,field_out,fly_ball
100.9,43,field_out,fly_ball
82.6,31,field_out,fly_ball
99.2,29,home_run,fly_ball
81.3,-8,field_out,ground_ball
68.4,-9,field_out,ground_ball
80.9,29,field_out,line_drive
73.5,6,field_out,ground_ball
103.9,22,single,fly_ball
88.7,17,field_out,line_drive
100.3,-5,single,ground_ball
90.1,63,field_out,fly_ball
94.4,-5,field_out,ground_ball
81.6,56,field_out,fly_ball
97.3,35,sac_fly,fly_ball
86.6,55,field_out,fly_ball
102.5,15,single,line_drive
68.2,-14,grounded_into_double_play,ground_ball
99.1,28,home_run,fly_ball
93.1,0,single,ground_ball
82.1,2,field_out,ground_ball
96.4,20,field_out,line_drive
76.6,9,field_out,ground_ball
93.2,-52,field_out,ground_ball
74.2,-65,single,ground_ball
96.8,27,field_out,fly_ball
99.2,2,field_out,ground_ball
98.5,-2,field_error,ground_ball
71,6,field_out,ground_ball
104.5,34,home_run,fly_ball
72.8,-37,field_out,ground_ball
73,-6,force_out,ground_ball
82.1,-35,force_out,ground_ball
99.4,26,home_run,fly_ball
80.2,31,field_out,fly_ball
73.6,0,single,ground_ball
95.3,-27,fielders_choice_out,ground_ball
101.1,8,field_out,ground_ball
40.1,-37,single,ground_ball
90.4,22,field_out,line_drive
65.8,-11,field_out,ground_ball
62.7,-52,field_out,ground_ball
93.6,-20,field_out,ground_ball
106,-14,field_out,ground_ball
82,26,field_out,line_drive
96,22,field_out,line_drive
91.2,37,field_out,fly_ball
83.8,25,field_out,line_drive
102.4,23,home_run,fly_ball
110.3,1,triple,ground_ball
98.9,-16,field_out,ground_ball
101.3,37,field_out,fly_ball
82.5,41,field_out,fly_ball
103.7,10,single,line_drive
84.1,-23,field_out,ground_ball
74.4,36,field_out,fly_ball
96.2,34,field_out,fly_ball
76.6,-16,force_out,ground_ball
107.6,5,single,ground_ball
85.1,38,field_out,fly_ball
88.4,40,field_out,fly_ball
106.9,7,single,ground_ball
60.1,34,field_out,popup
104.7,16,field_out,line_drive
82.9,1,force_out,ground_ball
76.1,-14,field_out,ground_ball
55.9,73,field_out,popup
81.3,44,field_out,fly_ball
99.9,-1,field_out,ground_ball
113.7,19,single,line_drive
70.3,11,field_out,ground_ball
80,-20,field_out,ground_ball
100,34,home_run,fly_ball
98.3,28,double,fly_ball
99.2,5,field_out,ground_ball
58.9,-68,field_out,ground_ball
87.4,69,field_out,popup
96.5,20,field_out,line_drive
87.7,-19,field_out,ground_ball
97.2,22,field_out,line_drive
97.7,53,field_out,fly_ball
99,76,field_out,popup
93.5,36,home_run,fly_ball
73,-17,field_out,ground_ball
75.8,47,field_out,fly_ball
57.6,-53,field_out,ground_ball
83.6,78,field_out,popup
84.8,53,field_out,fly_ball
96.9,-49,field_out,ground_ball
104.8,35,field_out,fly_ball
83,33,sac_fly,fly_ball
84.6,-14,force_out,ground_ball
87.8,2,single,ground_ball
93.6,8,field_out,line_drive
95.9,30,field_out,fly_ball
101,3,single,ground_ball
84.9,16,single,line_drive
84.6,57,field_out,fly_ball
69.4,-19,field_out,ground_ball
69.1,45,field_out,popup
68.9,41,field_out,popup
91,15,single,line_drive
78.8,7,field_out,ground_ball
104.5,31,home_run,fly_ball
72.2,-24,field_out,ground_ball
86.9,31,field_out,fly_ball
103.4,-17,single,ground_ball
95.5,-17,single,ground_ball
100,11,single,line_drive
101.6,2,single,ground_ball
77.3,23,single,line_drive
96.5,-5,single,ground_ball
79.2,6,grounded_into_double_play,ground_ball
103.6,-2,field_out,ground_ball
106.4,-4,field_out,ground_ball
98.6,29,home_run,fly_ball
69.9,49,field_out,popup
103.1,-16,field_out,ground_ball
49,-61,field_out,ground_ball
99.8,-12,field_out,ground_ball
84.1,36,field_out,fly_ball
105.3,20,double,line_drive
50.8,32,field_out,line_drive
88.3,2,single,ground_ball
105.8,-8,field_out,ground_ball
74.6,2,field_out,ground_ball
88.4,-10,grounded_into_double_play,ground_ball
86.5,14,single,line_drive
101.4,20,double,line_drive
88.9,-6,field_out,ground_ball
101.9,20,double,line_drive
83.4,13,single,line_drive
84.9,-24,force_out,ground_ball
87.1,-5,single,ground_ball
64.2,-5,field_out,ground_ball
20.2,-43,field_out,ground_ball
88.7,-32,field_out,ground_ball
91.9,7,double_play,line_drive
65.2,55,field_out,popup
86.2,16,single,line_drive
93.6,10,single,ground_ball
52.1,-10,single,ground_ball
89.5,50,field_out,fly_ball
93.7,15,single,line_drive
66.3,34,single,fly_ball
63.6,-69,field_out,ground_ball
87.7,-22,double,ground_ball
70,6,single,ground_ball
83.5,11,field_out,line_drive
84,-10,single,ground_ball
86.2,37,field_out,fly_ball
100,-15,field_out,ground_ball
62.5,22,single,line_drive
79.9,18,single,line_drive
58.9,-11,field_out,ground_ball
95,53,sac_fly,fly_ball
63.4,-14,field_out,ground_ball
103.1,-1,single,ground_ball
106.3,25,home_run,fly_ball
82.1,-39,field_out,ground_ball
79.4,2,field_out,ground_ball
50.3,26,field_out,line_drive
75,-6,field_out,ground_ball
105.7,7,single,line_drive
106.6,17,home_run,line_drive
103,-5,force_out,ground_ball
88.3,48,field_out,fly_ball
97.7,27,field_out,fly_ball
